parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,target
11136524,1.0,,,4.0,5.0,,9.0,4.0,,,3566.0,3566.0,,,,,6037.0,,4.0,,,,2.0,34408689.0,-118589931.0,8262.0,,,,,,0100,261.0,LCA2,60379203.391054,,3101.0,,96395.0,0.0,,,,1.0,,,2004.0,,,525006.0,821784.0,2016.0,296778.0,11068.75,,,60379203391068.0,-0.00737442979255
17246870,,,,2.0,3.0,,,2.0,,1679.0,1679.0,1679.0,,,1679.0,,6111.0,1.0,2.0,2.0,461.0,,,34251327.0,-118731343.0,11733.0,,,,,,1111,261.0,,61110075.065,27110.0,2061.0,,97118.0,6.0,,,,,,,1982.0,1.0,,176000.0,501000.0,2016.0,325000.0,5862.86,,,61110075065000.0,-0.0885409149296
11160602,1.0,,,2.0,3.0,,8.0,2.0,,,1437.0,1437.0,,,,,6037.0,,2.0,,,,2.0,34457866.0,-118390782.0,8475.0,,,,,,0100,261.0,SCUR2,60379108.08102,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,1994.0,,,95100.0,457500.0,2016.0,362400.0,6445.2,,,60379108081020.0,0.029898193688
14373931,13.0,,,2.5,4.0,,,2.5,,,2289.0,2289.0,,,,,6059.0,,2.0,2.0,463.0,True,,33651192.0,-117698761.0,6656.0,1.0,,,1.0,,122,261.0,,60590524.083025,32380.0,1286.0,,96962.0,8.0,,1.0,,,,,1977.0,2.0,,197034.0,610382.0,2016.0,413348.0,6351.56,,,60590524083025.0,-0.016926280657
14221889,1.0,,,3.0,4.0,,,3.0,,,3025.0,3025.0,,,,,6059.0,2.0,3.0,2.0,630.0,,6.0,33822942.0,-117818665.0,21000.0,,,,,,122,261.0,,60590758.093,54970.0,1286.0,,97059.0,9.0,,,,,,,1968.0,3.0,,196285.0,554351.0,2016.0,358066.0,6196.32,,,60590758093000.0,0.033322651939
14373695,,,,2.5,4.0,,,2.5,,,2474.0,2474.0,,,,,6059.0,1.0,2.0,2.0,471.0,,,33652932.0,-117702699.0,5214.0,1.0,,,,1.0,122,261.0,,60590524.083026,32380.0,1286.0,,96962.0,9.0,,1.0,,,,,1976.0,2.0,,211616.0,367336.0,2016.0,155720.0,3775.14,,,60590524083026.0,-0.0404142953411
17289398,,,,2.0,2.0,,,2.0,,1172.0,1172.0,1172.0,,,1172.0,,6111.0,,2.0,1.0,0.0,,,34164604.0,-118804897.0,,,,,,,1129,266.0,,61110074.023,34278.0,2061.0,,96385.0,4.0,,,,,,,1986.0,1.0,,145111.0,290222.0,2016.0,145111.0,3268.38,,,61110074023000.0,-0.11502898079
11753202,1.0,,,2.0,3.0,,7.0,2.0,,,1751.0,1751.0,,,,,6037.0,,2.0,,,,2.0,34051048.0,-118358944.0,5783.0,,,,,,0100,261.0,LAR1,60372169.002001,12447.0,3101.0,274514.0,96000.0,0.0,,,,1.0,,,1924.0,,,214287.0,1071440.0,2016.0,857153.0,12977.48,,,60372169002001.0,-0.0505797370156
11084074,1.0,,,3.0,3.0,,8.0,3.0,,,1856.0,1856.0,,,,,6037.0,,3.0,,,,2.0,34251490.0,-118514078.0,11053.0,,,,,,0100,261.0,LARE11,60371113.022012,12447.0,3101.0,33183.0,96355.0,0.0,,,,1.0,,,1958.0,,,133569.0,258517.0,2016.0,124948.0,3293.26,,,60371113022012.0,0.00709102568584
14210626,13.0,,,3.0,5.0,,,3.0,,,2348.0,2348.0,,,,,6059.0,1.0,3.0,2.0,630.0,,,33844204.0,-117846735.0,7000.0,,,,,,122,261.0,,60590762.012017,33252.0,1286.0,,97063.0,9.0,,,,,,,1966.0,2.0,,147901.0,661000.0,2016.0,513099.0,7177.08,,,60590762012017.0,0.0544667853984
14721270,,,,2.0,2.0,,,2.0,,,1118.0,1118.0,,,,,6059.0,,2.0,1.0,0.0,,,33792700.0,-117766000.0,,,,,,,34,266.0,,60590756.054004,33252.0,1286.0,,97067.0,0.0,,,,,,,1989.0,,,127135.0,253936.0,2016.0,126801.0,3374.5,,,60590756054004.0,0.00558724481053
11731600,,,,4.0,4.0,,4.0,4.0,,,2996.0,,,2996.0,,,6037.0,,4.0,,,,,34035501.0,-118288273.0,2950.0,,,,,,0400,248.0,LARD2,60372217.101002,12447.0,3101.0,268540.0,95988.0,0.0,,,,4.0,,,1912.0,,,90072.0,390330.0,2016.0,300258.0,4937.18,,,60372217101002.0,0.236378900081
12348027,,,,2.0,3.0,,6.0,2.0,,,1408.0,1408.0,,,,,6037.0,,2.0,,,,2.0,33909909.0,-118130842.0,5325.0,,,,,,0100,261.0,DOR105,60375518.002014,4406.0,3101.0,,96102.0,0.0,,,,1.0,,,1956.0,,,107000.0,453000.0,2016.0,346000.0,5507.29,,,60375518002014.0,0.0058899895793
14201411,,,,2.5,3.0,,,2.5,,,2575.0,2575.0,,,,,6059.0,,2.0,2.0,592.0,,,33877150.0,-117720620.0,7500.0,,,,,,122,261.0,,60590218.282004,21412.0,1286.0,,97079.0,8.0,,1.0,,,,,1987.0,2.0,,249647.0,473281.0,2016.0,223634.0,5858.34,,,60590218282004.0,0.0773083902142
14328548,,,,4.5,4.0,,,4.5,,,6895.0,6895.0,,,,,6059.0,,4.0,4.0,1113.0,True,,33639444.0,-117787364.0,24873.0,1.0,,,1.0,,1,261.0,,60590626.042046,52650.0,1286.0,275340.0,96940.0,0.0,,1.0,,,,,2005.0,,,2285201.0,3494655.0,2016.0,1209454.0,43674.98,,,60590626042046.0,0.0728759600246
14330106,,,,2.0,2.0,,,2.0,,,1139.0,1139.0,,,,,6059.0,1.0,2.0,1.0,320.0,,,33549252.0,-117787950.0,5000.0,,,,,,122,261.0,,60590626.041006,52842.0,1286.0,,96969.0,4.0,,,,,,,1949.0,1.0,,71171.0,476462.0,2016.0,405291.0,5946.6,,,60590626041006.0,0.145853590024
14740138,,,,2.5,3.0,,,2.5,,,1345.0,1345.0,,,,,6059.0,,2.0,1.0,0.0,,,33582656.0,-117719801.0,2350.0,,,,,,34,266.0,,60590626.363011,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,1990.0,,,152138.0,375598.0,2016.0,223460.0,3700.08,,,60590626363010.0,0.0210329988538
12588784,,,,1.0,2.0,,4.0,1.0,,,1194.0,1194.0,,,,,6037.0,,1.0,,,,7.0,33833664.0,-118285532.0,5870.0,,,,,,0100,261.0,CARS*,60375435.011043,10723.0,3101.0,,96229.0,0.0,,,,1.0,,,1954.0,,,71200.0,355000.0,2016.0,283800.0,4850.72,,,60375435011043.0,-0.032634489135
14738854,,,,1.0,1.0,,,1.0,,,715.0,715.0,,,,,6059.0,,1.0,1.0,0.0,,,33528581.0,-117682767.0,,,,,,,34,266.0,,60590423.155019,25459.0,1286.0,,96987.0,0.0,,,,,,,1985.0,,,60416.0,257000.0,2016.0,196584.0,2615.44,,,60590423155019.0,-0.0992420993324
12480298,,,,1.0,3.0,,4.0,1.0,,,918.0,918.0,,,,,6037.0,,1.0,,,,7.0,33860957.0,-118131557.0,6250.0,,,,,,0100,261.0,LKR1**,60375700.023005,12292.0,3101.0,,96212.0,0.0,,,,1.0,,,1942.0,,,77233.0,386172.0,2016.0,308939.0,4588.39,,,60375700023005.0,-0.0252063188897
10743006,1.0,,,2.0,4.0,,8.0,2.0,,,1815.0,1815.0,,,,,6037.0,,2.0,,,,2.0,34149881.0,-118780675.0,9465.0,,,,,,010D,269.0,AHRPD75009,60378003.243003,9840.0,3101.0,,96336.0,0.0,,,,1.0,,,1980.0,,,217513.0,357839.0,2016.0,140326.0,4345.17,,,60378003243003.0,0.0030077581423
17286612,,,,2.5,2.0,,,2.5,,2270.0,2270.0,2270.0,,,2270.0,,6111.0,2.0,2.0,2.0,532.0,,,34178187.0,-118889697.0,12309.0,1.0,544.0,,,1.0,1111,261.0,,61110059.113002,34278.0,2061.0,46736.0,96351.0,0.0,,1.0,,,380.0,,1985.0,1.0,,347301.0,578828.0,2016.0,231527.0,6104.2,,,61110059113002.0,0.0495463036739
11756985,,,,5.0,7.0,,8.0,5.0,,,3696.0,,,3696.0,,,6037.0,,5.0,,,,,34056983.0,-118321171.0,7506.0,,,,,,0200,246.0,LAR3,60372127.022004,12447.0,3101.0,274514.0,95986.0,0.0,,,,2.0,,,1924.0,,,269238.0,890558.0,2016.0,621320.0,10997.67,,,60372127022004.0,0.0901246749816
12481283,,,,2.0,3.0,,4.0,2.0,,,1656.0,1656.0,,,,,6037.0,,2.0,,,,7.0,33866111.0,-118138917.0,5458.0,,,,,,0100,261.0,LKR1*,60375700.032003,12292.0,3101.0,,96212.0,0.0,,,,1.0,,,1944.0,,,153849.0,419108.0,2016.0,265259.0,5055.23,,,60375700032003.0,0.0101073370557
17241525,,,,4.5,4.0,,,4.5,,1502.0,2824.0,2824.0,,,1502.0,,6111.0,3.0,4.0,3.0,727.0,,,34246254.0,-118784780.0,23339.0,,,,,,1111,261.0,,61110075.131027,27110.0,2061.0,,97118.0,8.0,,1.0,,,,,1989.0,2.0,,469490.0,761011.0,2016.0,291521.0,8544.8,,,61110075131027.0,-0.0140248030857
11167063,1.0,,,2.0,2.0,,6.0,2.0,,,864.0,864.0,,,,,6037.0,,2.0,,,,2.0,34403803.0,-118541802.0,3513.0,,,,,,010D,269.0,SCUR3,60379203.293003,54311.0,3101.0,48200.0,96378.0,0.0,,,,1.0,,,1982.0,,,119472.0,273746.0,2016.0,154274.0,4039.14,,,60379203293003.0,-0.0119151442822
11131998,1.0,,,3.0,3.0,,8.0,3.0,,,1644.0,1644.0,,,,,6037.0,,3.0,,,,2.0,34388700.0,-118582000.0,171904.0,1.0,,,,1.0,010C,266.0,LCA25*,60379203.391099,,3101.0,,96395.0,0.0,,,,1.0,,,1998.0,,,235655.0,297088.0,2016.0,61433.0,4713.55,,,60379203391099.0,0.0408681456572
14731543,,,,1.0,1.0,,,1.0,,,504.0,504.0,,,,,6059.0,,1.0,,,,,33714500.0,-117925000.0,,,,,,,34,266.0,,60590992.293,8384.0,1286.0,,97008.0,0.0,,,,,,,1986.0,,,50262.0,138031.0,2016.0,87769.0,1756.28,,,60590992293000.0,0.0844181365232
11103679,,,,2.0,3.0,,4.0,2.0,,,1080.0,1080.0,,,,,6037.0,,2.0,,,,2.0,34425300.0,-118466018.0,7011.0,,,,,,0100,261.0,SCUR2,60379200.353,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,1962.0,,,27521.0,44682.0,2016.0,17161.0,1027.76,,,60379200353000.0,-0.0339510187796
14208540,,,,2.5,3.0,,,2.5,,,1901.0,1901.0,,,,,6059.0,2.0,2.0,2.0,422.0,,,33861168.0,-117771319.0,6275.0,1.0,,,,1.0,122,261.0,,60590219.053006,16764.0,1286.0,113455.0,97027.0,7.0,,1.0,,,,,1976.0,2.0,,140334.0,576352.0,2016.0,436018.0,6300.72,,,60590219053006.0,-0.00878475700755
12340768,1.0,,,1.0,1.0,,6.0,1.0,,,624.0,624.0,,,,,6037.0,,1.0,,,,2.0,33897000.0,-118151000.0,152557.0,,,,,,010C,266.0,PAM1,60375535.021009,6395.0,3101.0,,96220.0,0.0,,,,1.0,,,1991.0,,,56643.0,70123.0,2016.0,13480.0,1118.82,,,60375535021009.0,-0.104738968479
11710291,,,,2.0,4.0,,,2.0,,,3022.0,,,3022.0,,,6037.0,,2.0,,,,,34006842.0,-118334704.0,6024.0,,,,,,0200,246.0,LCR3YY,60377032.001,12447.0,3101.0,274293.0,95989.0,0.0,,,,2.0,,,1938.0,,,181900.0,600000.0,2016.0,418100.0,8013.68,,,60377032001000.0,-0.101599186861
11166110,1.0,,,2.0,4.0,,6.0,2.0,,,1574.0,1574.0,,,,,6037.0,,2.0,,,,2.0,34395914.0,-118541012.0,5202.0,,,,,,0100,261.0,SCUR2,60379203.313,54311.0,3101.0,48200.0,96378.0,0.0,,,,1.0,,,1972.0,,,211455.0,445278.0,2016.0,233823.0,6165.79,,,60379203313000.0,0.00865569184515
11061540,1.0,,,3.0,3.0,,8.0,3.0,,,1965.0,1965.0,,,,,6037.0,,3.0,,,,2.0,34230539.0,-118496153.0,7350.0,,,,,,0100,261.0,LARS,60371173.024005,12447.0,3101.0,13017.0,96369.0,0.0,,,,1.0,,,1964.0,,,289249.0,500391.0,2016.0,211142.0,6127.08,,,60371173024005.0,-0.0740083807736
10749329,1.0,,,2.0,2.0,,8.0,2.0,,,1134.0,1134.0,,,,,6037.0,,2.0,,,,2.0,34145600.0,-118808000.0,465318.0,,,,,,010E,266.0,WVR3,60378003.251018,41673.0,3101.0,,96384.0,0.0,,,,1.0,,,1968.0,,,126981.0,181392.0,2016.0,54411.0,2410.94,,,60378003251018.0,0.0223129230297
12571593,,,,1.0,2.0,,4.0,1.0,,,1163.0,1163.0,,,,,6037.0,,1.0,,,,7.0,33829902.0,-118221020.0,5881.0,,,,,,0100,261.0,CARS*,60375440.022012,,3101.0,,96244.0,0.0,,,,1.0,,,1943.0,,,72728.0,239885.0,2016.0,167157.0,3420.28,,,60375440022012.0,-0.0202975714994
10749303,1.0,,,2.0,2.0,,8.0,2.0,,,1158.0,1158.0,,,,,6037.0,,2.0,,,,2.0,34145600.0,-118808000.0,465318.0,,,,,,010E,266.0,WVR3,60378003.251018,41673.0,3101.0,,96384.0,0.0,,,,1.0,,,1968.0,,,129544.0,260279.0,2016.0,130735.0,3210.89,,,60378003251018.0,-0.00239989406679
11083456,1.0,,,4.0,5.0,,7.0,4.0,,,2900.0,2900.0,,,,,6037.0,,4.0,,,,2.0,34260940.0,-118514054.0,9991.0,,,,,,0100,261.0,LARS,60371113.013013,12447.0,3101.0,31817.0,96370.0,0.0,,,,1.0,,,1991.0,,,178851.0,316426.0,2016.0,137575.0,3998.09,,,60371113013013.0,0.0517418761
11110710,1.0,,,1.0,2.0,,6.0,1.0,,,758.0,758.0,,,,,6037.0,,1.0,,,,2.0,34453132.0,-118496239.0,143295.0,,,,,,010C,266.0,SCUR3,60379200.203055,54311.0,3101.0,6952.0,96373.0,0.0,,,,1.0,,,1975.0,,,82740.0,119505.0,2016.0,36765.0,1896.45,,,60379200203055.0,0.0288020554744
11735014,,,,1.0,3.0,,4.0,1.0,,,1953.0,1953.0,,,,,6037.0,,1.0,,,,7.0,34036721.0,-118321875.0,7498.0,,,,,,0100,261.0,LARD2,60372188.001005,12447.0,3101.0,115836.0,95999.0,0.0,,,,1.0,,,1910.0,,,68492.0,277877.0,2016.0,209385.0,3542.9,,,60372188001005.0,0.211618307251
12556284,,,,1.0,1.0,,6.0,1.0,,,780.0,780.0,,,,,6037.0,,1.0,,,,7.0,33770100.0,-118174000.0,9074.0,,,,,,010E,266.0,LBR3S,60375765.022002,46298.0,3101.0,416302.0,96236.0,0.0,,,,1.0,,,1965.0,,,60800.0,257000.0,2016.0,196200.0,3067.58,,,60375765022002.0,-0.0568476764707
12389603,,,,1.0,2.0,,4.0,1.0,,,818.0,818.0,,,,,6037.0,,1.0,,,,7.0,33989134.0,-118098977.0,5048.0,,,,,,0100,261.0,PRSF*,60375007.005004,26483.0,3101.0,,96197.0,0.0,,,,1.0,,,1950.0,,,26229.0,48984.0,2016.0,22755.0,1074.41,,,60375007005004.0,-0.00466809297696
11098793,1.0,,,2.0,2.0,,8.0,2.0,,,1482.0,1482.0,,,,,6037.0,,2.0,,,,2.0,34223300.0,-118570000.0,274089.0,1.0,,,,1.0,010C,266.0,LARD4,60371134.01301,12447.0,3101.0,27987.0,96341.0,0.0,,,,1.0,,,1979.0,,,149900.0,318000.0,2016.0,168100.0,3915.87,,,60371134013010.0,-0.0311522579499
14722557,,,,2.0,2.0,,,2.0,,,1091.0,1091.0,,,,,6059.0,,2.0,1.0,0.0,,,33664110.0,-117975877.0,,,,,,,34,266.0,,60590992.442008,25218.0,1286.0,,96964.0,0.0,,,,,,,1980.0,,,49182.0,73898.0,2016.0,24716.0,1145.9,,,60590992442008.0,-0.131222999016
11071219,1.0,,,3.0,4.0,,8.0,3.0,,,2273.0,2273.0,,,,,6037.0,,3.0,,,,2.0,34268401.0,-118586401.0,9154.0,1.0,,,,1.0,0101,261.0,LARE9,60371131.011011,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,1972.0,,,116176.0,418046.0,2016.0,301870.0,5177.66,,,60371131011011.0,-0.0157376452614
14275915,,,,5.0,4.0,,,5.0,,,4558.0,4558.0,,,,,6059.0,1.0,5.0,2.0,539.0,,,33611044.0,-117917974.0,7350.0,1.0,,,,1.0,122,261.0,,60590629.001005,53571.0,1286.0,,96981.0,8.0,,,,,,,1940.0,2.0,,132788.0,665475.0,2016.0,532687.0,7331.78,,,60590629001005.0,-0.096516062167
12515163,,,,2.0,3.0,,6.0,2.0,,,1226.0,1226.0,,,,,6037.0,,2.0,,,,2.0,33799763.0,-118114815.0,6299.0,,,,,,0100,261.0,LBR1N,60375743.004008,46298.0,3101.0,116302.0,96247.0,0.0,,,,1.0,,,1955.0,,,71846.0,119399.0,2016.0,47553.0,1568.46,,,60375743004008.0,0.0023330827647
11686972,,,,2.0,3.0,,9.0,2.0,,,1845.0,1845.0,,,,,6037.0,,2.0,,,,2.0,34022562.0,-118810916.0,119337.0,,,,,,0100,261.0,LCRA1Y,60378004.083014,12520.0,3101.0,,96116.0,0.0,,,,1.0,,,1978.0,,,193421.0,489586.0,2016.0,296165.0,5882.93,,,60378004083014.0,-0.383376845031
14745420,,,,3.0,3.0,,,3.0,,,2392.0,2392.0,,,,,6059.0,,3.0,2.0,0.0,,,33642531.0,-117810997.0,,,,,,,34,266.0,,60590626.314,52650.0,1286.0,275785.0,96940.0,0.0,,,,,,,1986.0,,,273759.0,1269846.0,2016.0,996087.0,13173.08,,,60590626314000.0,0.00710017745314
11818935,1.0,,,2.0,2.0,,6.0,2.0,,,813.0,813.0,,,,,6037.0,,2.0,,,,2.0,34072500.0,-118164000.0,59512.0,1.0,,,,1.0,010C,266.0,LARD1.5,60372017.003002,12447.0,3101.0,403190.0,96013.0,0.0,,,,1.0,,,1983.0,,,104239.0,196266.0,2016.0,92027.0,2342.74,,,60372017003012.0,-0.177474267448
12534980,1.0,,,1.0,2.0,,4.0,1.0,,,1094.0,1094.0,,,,,6037.0,,1.0,,,,2.0,33774333.0,-118147925.0,6751.0,,,,,,0100,261.0,LBR1N,60375771.005,46298.0,3101.0,272933.0,96246.0,0.0,,,,1.0,,,1919.0,,,229000.0,749000.0,2016.0,520000.0,8837.11,,,60375771005000.0,-0.00458208920391
17282059,,,,2.5,3.0,,,2.5,,1016.0,1482.0,1482.0,,,1016.0,,6111.0,1.0,2.0,1.0,360.0,,,34190906.0,-118863287.0,10548.0,,,,,,1111,261.0,,61110068.002006,34278.0,2061.0,,96383.0,7.0,,1.0,,,2055.0,,1962.0,1.0,,172405.0,266798.0,2016.0,94393.0,2821.02,,,61110068002006.0,-0.0252698028753
11114158,1.0,,,2.0,2.0,,8.0,2.0,,,1349.0,1349.0,,,,,6037.0,,2.0,,,,2.0,34445815.0,-118561045.0,44848.0,,,,,,010C,266.0,SCUR3,60379201.081012,,3101.0,,96377.0,0.0,,,,1.0,,,2000.0,,,131400.0,361600.0,2016.0,230200.0,5567.52,,,60379201081012.0,0.0205730439334
10893089,,,,2.0,3.0,,6.0,2.0,,,1695.0,1695.0,,,,,6037.0,,2.0,,,,7.0,34175045.0,-118397079.0,8099.0,,,,,,0100,261.0,LAR1,60371238.002005,12447.0,3101.0,268548.0,96452.0,0.0,,,,1.0,,,1943.0,,,119114.0,595579.0,2016.0,476465.0,7269.18,,,60371238002005.0,0.0322315564124
12531977,1.0,,,4.0,4.0,,8.0,4.0,,,2301.0,,,2301.0,,,6037.0,,4.0,,,,,33760519.0,-118129940.0,2634.0,,,,,,0200,246.0,LBR2S,60375774.00401,46298.0,3101.0,113713.0,96237.0,0.0,,,,2.0,,,1989.0,,,326345.0,1278190.0,2016.0,951845.0,15104.29,,,60375774004010.0,0.185871474198
11147834,1.0,,,2.0,3.0,,8.0,2.0,,,1125.0,1125.0,,,,,6037.0,,2.0,,,,2.0,34425619.0,-118427844.0,248824.0,,,,,,010C,266.0,SCUR2,60379200.411002,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,1980.0,,,110248.0,167990.0,2016.0,57742.0,2453.33,,,60379200411004.0,0.0178927602965
14747591,,,,2.0,2.0,,,2.0,,,1178.0,1178.0,,,,,6059.0,,2.0,,,,,33713300.0,-118039000.0,,,,,,,34,266.0,,60590994.171007,25218.0,1286.0,,96967.0,0.0,,,,,,,1983.0,,,100982.0,418000.0,2016.0,317018.0,4835.64,,,60590994171007.0,0.0332034284218
11779918,1.0,,,2.0,2.0,,8.0,2.0,,,1673.0,1673.0,,,,,6037.0,,2.0,,,,2.0,34042000.0,-118264000.0,44569.0,,,,,,010C,266.0,LAR5,60372079.002005,12447.0,3101.0,268118.0,95996.0,0.0,,,,1.0,,,2003.0,,,451444.0,548181.0,2016.0,96737.0,7119.73,,,60372079002005.0,0.0595018346823
17300849,,,,2.5,5.0,,,2.5,,2825.0,2825.0,2825.0,,,2825.0,,6111.0,1.0,2.0,2.0,657.0,,,34201181.0,-118678402.0,23687.0,1.0,512.0,,,1.0,1110,261.0,,61110074.053,42091.0,2061.0,,96342.0,9.0,,1.0,,,256.0,,1976.0,1.0,,364586.0,639740.0,2016.0,275154.0,7600.58,,,61110074053000.0,0.0336200700406
11681625,,,,4.0,4.0,,8.0,4.0,,,3166.0,3166.0,,,,,6037.0,,4.0,,,,2.0,34079832.0,-118699413.0,27705.0,1.0,,,,1.0,0101,261.0,LCA11*,60378002.021021,,3101.0,,96337.0,0.0,,,,1.0,,,1958.0,,,381640.0,817802.0,2016.0,436162.0,9524.51,,,60378002021021.0,-0.0694422011983
14400921,,,,2.0,4.0,,,2.0,,,1826.0,1826.0,,,,,6059.0,,2.0,2.0,418.0,,,33548652.0,-117773352.0,9240.0,,,,,,122,261.0,,60590626.323,52842.0,1286.0,,96969.0,7.0,,,,,,,1965.0,1.0,,146116.0,1635108.0,2016.0,1488992.0,17502.36,,,60590626323000.0,-0.00478827922708
14441367,,,,1.0,1.0,,,1.0,,,575.0,575.0,,,,,6059.0,,1.0,,,,,33468154.0,-117692687.0,2000.0,,,,,,122,261.0,,60590423.134004,17686.0,1286.0,,96961.0,3.0,,,,,,,1955.0,1.0,,21911.0,381640.0,2016.0,359729.0,4678.08,,,60590423134004.0,-0.00341099389482
10770434,1.0,,,3.0,3.0,,8.0,3.0,,,1235.0,1235.0,,,,,6037.0,,3.0,,,,2.0,34204400.0,-118605000.0,24403.0,1.0,,,,1.0,010C,266.0,LARD1.5,60371345.221017,12447.0,3101.0,30731.0,96338.0,0.0,,,,1.0,,,1981.0,,,128458.0,159039.0,2016.0,30581.0,2028.07,,,60371345221017.0,0.0394425954522
14261492,5.0,,,1.0,2.0,,,1.0,,,888.0,888.0,,,,,6059.0,,1.0,2.0,441.0,,7.0,33725113.0,-117901991.0,5220.0,,,,,,122,261.0,,60590741.082002,47568.0,1286.0,268055.0,97004.0,4.0,,,,,,,1925.0,1.0,,62403.0,250218.0,2016.0,187815.0,3059.58,,,60590741082002.0,-0.0123049896146
14444039,,,,2.0,3.0,,,2.0,,,1806.0,1806.0,,,,,6059.0,1.0,2.0,2.0,535.0,,,33427264.0,-117604772.0,7850.0,,,,,,122,261.0,,60590421.132,13693.0,1286.0,,96982.0,5.0,,,,,,,1963.0,1.0,,102065.0,847000.0,2016.0,744935.0,8520.44,,,60590421132000.0,0.0597402956008
12384131,,,,2.0,3.0,,6.0,2.0,,,1251.0,1251.0,,,,,6037.0,,2.0,,,,7.0,33962626.0,-118134614.0,6157.0,,,,,,0100,261.0,DOR16000*,60375507.006003,4406.0,3101.0,,96100.0,0.0,,,,1.0,,,1952.0,,,98971.0,494866.0,2016.0,395895.0,6783.52,,,60375507006003.0,-0.0425818195817
11095894,1.0,,,2.0,2.0,,8.0,2.0,,,883.0,883.0,,,,,6037.0,,2.0,,,,2.0,34227000.0,-118600000.0,235718.0,1.0,,,,1.0,010C,266.0,LAR3,60371132.332001,12447.0,3101.0,30731.0,96339.0,0.0,,,,1.0,,,1971.0,,,83218.0,104021.0,2016.0,20803.0,1334.52,,,60371132332001.0,0.0735420270625
11124459,1.0,,,1.0,1.0,,6.0,1.0,,,755.0,755.0,,,,,6037.0,,1.0,,,,2.0,34445600.0,-118484000.0,79589.0,,,,,,010E,266.0,LCA21*,60379200.281011,,3101.0,,96373.0,0.0,,,,1.0,,,2001.0,,,108184.0,135229.0,2016.0,27045.0,2012.51,,,60379200281011.0,0.000695689133638
10901639,1.0,,,2.0,2.0,,8.0,2.0,,,871.0,871.0,,,,,6037.0,,2.0,,,,2.0,34157100.0,-118394000.0,10339.0,,,,,,010E,266.0,LAR3,60371433.002003,12447.0,3101.0,268551.0,96452.0,0.0,,,,1.0,,,1986.0,,,101800.0,372000.0,2016.0,270200.0,4452.26,,,60371433002003.0,0.00687554177924
12508190,1.0,,,2.0,2.0,,8.0,2.0,,,1032.0,1032.0,,,,,6037.0,,2.0,,,,2.0,33791900.0,-118162000.0,27167.0,,,,,,010C,266.0,SHR4*,60375734.025001,27103.0,3101.0,,96234.0,0.0,,,,1.0,,,1975.0,,,238583.0,340108.0,2016.0,101525.0,4339.42,,,60375734025001.0,-0.0758193410978
14429328,,,,3.5,3.0,,,3.5,,,3570.0,3570.0,,,,,6059.0,,3.0,2.0,693.0,,,33479953.0,-117712371.0,6900.0,,,,,,122,261.0,,60590423.382015,17686.0,1286.0,,96961.0,9.0,,1.0,,,,,1981.0,2.0,,359339.0,990776.0,2016.0,631437.0,11150.02,,,60590423382015.0,-0.0181015485102
14224939,,,,2.0,4.0,,,2.0,,,1727.0,1727.0,,,,,6059.0,,2.0,1.0,307.0,,,33818347.0,-117846971.0,8800.0,,,,,,122,261.0,,60590762.082012,33252.0,1286.0,,97063.0,8.0,,,,,,,1962.0,1.0,,124429.0,805000.0,2016.0,680571.0,8592.96,,,60590762082012.0,-0.0286705280181
11784876,1.0,,,1.0,0.0,,,1.0,,,660.0,660.0,,,,,6037.0,,1.0,,,,2.0,34045800.0,-118261000.0,74818.0,1.0,,,,1.0,010C,266.0,LAC2,60372077.101032,12447.0,3101.0,268118.0,95996.0,0.0,,,,1.0,,,2006.0,,,310000.0,442000.0,2016.0,132000.0,5407.73,,,60372077101032.0,0.00671808859907
14227836,,,,2.0,3.0,,,2.0,,,1412.0,1412.0,,,,,6059.0,,2.0,1.0,360.0,,,33803584.0,-117850801.0,6018.0,,,,,,122,261.0,,60590762.052023,33252.0,1286.0,,97065.0,6.0,,,,,,,1955.0,3.0,,34111.0,55305.0,2016.0,21194.0,917.28,,,60590762052023.0,0.0786279680002
